naics4,YEAR,sd,d7525,d9010,sd*,d7525*,d9010*
3111,1997,0.4211,0.2511,0.857,0.3274,0.2143,0.728
3111,1998,0.5331,0.2851,0.721,0.3085,0.2574,0.718
3111,1999,0.4727,0.217,0.689,0.2537,0.1866,0.54
3111,2000,0.4448,0.2421,0.706,0.302,0.1913,0.558
3111,2001,0.4947,0.2239,0.559,0.294,0.2109,0.552
3111,2002,0.6196,0.3389,0.943,0.3551,0.2696,0.792
3111,2003,0.6023,0.3305,0.907,0.3503,0.2221,0.843
3111,2004,0.8223,0.282,1.095,0.3699,0.2092,0.887
3111,2005,1.007,0.525,1.91,0.3982,0.3808,0.886
3111,2006,1.074,0.3952,1.431,0.3625,0.2946,0.905
3111,2007,0.6188,0.3412,0.801,0.348,0.2556,0.833
3111,2008,0.7638,0.4409,1.138,0.4219,0.2724,1.088
3111,2009,1.239,0.3505,1.271,0.3748,0.2915,0.903
3111,2010,0.4839,0.321,0.711,0.319,0.3868,0.759
3111,2011,0.767,0.4375,1.047,0.3397,0.3794,0.679
3111,2012,0.485,0.3668,0.894,0.3166,0.3612,0.727
3111,2013,0.7145,0.3411,0.969,0.3214,0.2922,0.732
3111,2014,0.6382,0.2604,0.589,0.305,0.2633,0.66
3111,2015,0.4598,0.2246,0.563,0.286,0.2786,0.619
3111,2016,0.3939,0.2515,0.678,0.3063,0.2705,0.72
3112,1997,0.3448,0.3007,0.731,0.3852,0.4116,0.803
3112,1998,0.4333,0.5615,0.944,0.4115,0.344,0.867
3112,1999,0.418,0.3849,0.781,0.3893,0.3169,0.729
3112,2000,0.4148,0.4401,0.809,0.3832,0.3423,0.76
3112,2001,0.4339,0.5091,0.912,0.397,0.3801,0.814
3112,2002,0.4526,0.5807,0.956,0.3935,0.4872,0.84
3112,2003,0.4413,0.5028,0.961,0.4211,0.4989,0.883
3112,2004,0.4313,0.3432,0.987,0.4244,0.4577,0.949
3112,2005,0.436,0.5128,1.008,0.421,0.5367,0.977
3112,2006,0.4356,0.4552,1.114,0.4127,0.5216,0.952
3112,2007,0.4031,0.4426,1.049,0.4088,0.4567,0.999
3112,2008,0.4452,0.4646,1.143,0.3963,0.4406,0.884
3112,2009,0.4223,0.4543,1.111,0.3896,0.4995,0.87
3112,2010,0.4055,0.5315,1.098,0.4035,0.5246,0.923
3112,2011,0.3911,0.5049,0.998,0.3836,0.4664,0.913
3112,2012,0.4001,0.5731,1.043,0.3443,0.4898,0.819
3112,2013,0.4014,0.5593,0.992,0.3566,0.4382,0.888
3112,2014,0.4727,0.6514,1.08,0.3651,0.4645,0.842
3112,2015,0.5084,0.6721,1.163,0.3795,0.5278,0.921
3112,2016,0.4751,0.4489,1.229,0.367,0.5311,0.849
3113,1997,0.3443,0.4684,0.752,0.4984,0.8754,1.376
3113,1998,0.3569,0.401,0.859,0.4975,0.8364,1.371
3113,1999,0.5048,0.7197,1.309,0.5253,0.8361,1.453
3113,2000,0.3825,0.5584,0.918,0.5007,0.8445,1.356
3113,2001,0.3869,0.5056,0.989,0.4883,0.8508,1.348
3113,2002,0.4299,0.6382,1.25,0.4779,0.7196,1.337
3113,2003,0.4259,0.4822,1.154,0.4907,0.77,1.299
3113,2004,0.3718,0.485,0.899,0.5291,0.8216,1.489
3113,2005,0.5149,0.7932,1.5,0.5123,0.7393,1.456
3113,2006,0.4596,0.5412,1.087,0.4782,0.7641,1.34
3113,2007,0.4141,0.5454,1.058,0.4435,0.7032,1.2
3113,2008,0.631,0.5731,1.716,0.4393,0.6986,1.075
3113,2009,0.4613,0.6995,1.354,0.4267,0.6522,1.107
3113,2010,0.4754,0.6085,1.349,0.4564,0.6844,1.229
3113,2011,0.556,0.6719,1.454,0.4745,0.6746,1.255
3113,2012,0.5214,0.5821,1.309,0.4073,0.651,1
3113,2013,0.4073,0.3648,0.862,0.4086,0.6659,1.029
3113,2014,0.4822,0.8011,1.227,0.4129,0.682,1.026
3113,2015,0.494,0.6956,1.408,0.4142,0.6275,1.144
3113,2016,0.5032,0.6922,1.33,0.3975,0.6269,1.104
3114,1997,0.3403,0.3576,0.798,0.3452,0.5025,0.915
3114,1998,0.3703,0.4183,0.82,0.3649,0.5187,0.864
3114,1999,0.3405,0.4104,0.782,0.3359,0.5393,0.842
3114,2000,0.4388,0.592,1.066,0.3467,0.5293,0.89
3114,2001,0.4215,0.5465,1.005,0.3735,0.5753,0.907
3114,2002,0.4289,0.4566,1.059,0.3691,0.4827,0.903
3114,2003,0.3605,0.4345,0.736,0.3759,0.4938,0.952
3114,2004,0.4685,0.5702,1.162,0.3776,0.5524,1.027
3114,2005,0.4016,0.4701,0.919,0.3563,0.4222,0.928
3114,2006,0.5163,0.5556,1.378,0.3592,0.3858,0.863
3114,2007,0.4465,0.4239,1.101,0.3474,0.4096,0.851
3114,2008,0.579,0.4569,1.347,0.3436,0.4153,0.804
3114,2009,0.5781,0.5103,1.384,0.3456,0.4208,0.782
3114,2010,0.5917,0.4767,1.281,0.3397,0.3765,0.791
3114,2011,0.5494,0.5962,1.38,0.3541,0.4686,0.811
3114,2012,0.3627,0.3845,0.871,0.3161,0.3864,0.841
3114,2013,0.352,0.3874,0.765,0.3276,0.3762,0.886
3114,2014,0.3329,0.3879,0.78,0.3141,0.3621,0.807
3114,2015,0.3676,0.3368,0.742,0.303,0.3965,0.748
3114,2016,0.4625,0.4565,0.976,0.3191,0.4945,0.783
3115,1997,0.3647,0.5085,0.868,0.3115,0.4293,0.724
3115,1998,0.3904,0.5578,0.911,0.3373,0.4662,0.813
3115,1999,0.3361,0.5052,0.845,0.3099,0.4408,0.736
3115,2000,0.3707,0.4567,0.87,0.3152,0.4089,0.709
3115,2001,0.4069,0.4491,1.002,0.3356,0.3762,0.716
3115,2002,0.3772,0.506,0.946,0.347,0.3864,0.748
3115,2003,0.3615,0.481,0.987,0.3589,0.4261,0.76
3115,2004,0.3739,0.4148,0.912,0.3632,0.4395,0.757
3115,2005,0.4014,0.4201,1,0.3606,0.457,0.876
3115,2006,0.3715,0.4225,0.922,0.3328,0.434,0.74
3115,2007,0.3714,0.4952,0.9,0.3248,0.37,0.688
3115,2008,0.4401,0.5145,1.074,0.3445,0.3875,0.696
3115,2009,0.4381,0.4359,0.933,0.3227,0.3574,0.712
3115,2010,0.4411,0.4839,1.025,0.3295,0.3404,0.719
3115,2011,0.4548,0.4901,0.981,0.3167,0.304,0.651
3115,2012,0.3482,0.4279,0.906,0.2947,0.3283,0.614
3115,2013,0.3493,0.4321,0.845,0.267,0.2963,0.613
3115,2014,0.3015,0.38,0.835,0.2397,0.2599,0.517
3115,2015,0.2995,0.4316,0.725,0.2794,0.335,0.674
3115,2016,0.297,0.4037,0.703,0.2978,0.3499,0.7
3116,1997,0.5694,0.6751,1.287,0.3648,0.5084,0.762
3116,1998,0.7265,0.6429,1.515,0.3798,0.457,0.746
3116,1999,0.7286,0.9842,2.053,0.3957,0.5387,0.79
3116,2000,0.8465,1.086,2.361,0.4152,0.5199,0.783
3116,2001,0.9288,1.307,2.737,0.4442,0.6019,0.859
3116,2002,0.8662,0.9245,2.234,0.4402,0.5455,0.844
3116,2003,0.7467,0.8205,1.958,0.4583,0.5841,0.935
3116,2004,0.7309,0.8335,1.734,0.4685,0.6047,0.928
3116,2005,0.8546,0.9048,2.303,0.4861,0.5933,0.913
3116,2006,0.8417,1.09,2.367,0.5017,0.5493,0.946
3116,2007,0.8668,0.9218,2.24,0.4641,0.5957,0.916
3116,2008,0.9421,0.8558,2.559,0.4248,0.5315,0.796
3116,2009,0.774,0.7945,1.812,0.3798,0.3891,0.658
3116,2010,0.6119,0.641,1.456,0.3362,0.4482,0.702
3116,2011,0.675,0.5987,1.382,0.3618,0.4866,0.747
3116,2012,0.585,0.506,1.293,0.3563,0.4961,0.701
3116,2013,0.7351,0.4964,1.838,0.3627,0.4885,0.656
3116,2014,0.5756,0.4129,1.177,0.3744,0.5535,0.732
3116,2015,0.4487,0.5177,1.07,0.3581,0.5581,0.795
3116,2016,0.5545,0.5974,1.271,0.3595,0.5351,0.772
3117,1997,0.3203,0.2276,0.581,0.2592,0.2674,0.544
3117,1998,0.2686,0.3274,0.573,0.2635,0.2776,0.624
3117,1999,0.3341,0.2463,0.62,0.2403,0.2377,0.557
3117,2000,0.5045,0.3988,1.044,0.2366,0.245,0.58
3117,2001,0.657,0.3792,1.67,0.2609,0.2849,0.587
3117,2002,0.4337,0.1775,0.912,0.2901,0.288,0.701
3117,2003,0.516,0.2816,1.385,0.3056,0.244,0.636
3117,2004,0.6199,0.8977,1.392,0.2998,0.2901,0.621
3117,2005,0.6986,0.8126,1.731,0.329,0.3275,0.605
3117,2006,0.9727,1.586,2.326,0.3442,0.2986,0.603
3117,2007,0.6584,0.4368,1.54,0.3173,0.2939,0.72
3117,2008,0.7373,0.6363,1.83,0.3395,0.3236,0.665
3117,2009,0.6,0.4764,1.099,0.3684,0.3573,0.636
3117,2010,0.5054,0.3368,1.097,0.3328,0.2871,0.658
3117,2011,0.6252,0.3576,1.573,0.3462,0.2801,0.546
3117,2012,0.5809,0.3675,1.22,0.3265,0.288,0.616
3117,2013,0.6804,0.3855,1.79,0.3011,0.3136,0.601
3117,2014,0.5452,0.4541,0.831,0.3279,0.3081,0.604
3117,2015,0.4589,0.2898,0.686,0.3173,0.3216,0.627
3117,2016,0.4933,0.3151,0.987,0.2964,0.3572,0.519
3118,1997,0.41,0.4652,1.026,0.4868,0.6795,1.345
3118,1998,0.3767,0.3686,0.888,0.5008,0.7538,1.322
3118,1999,0.3431,0.4166,0.765,0.4894,0.7625,1.27
3118,2000,0.3877,0.4575,0.942,0.5246,0.8287,1.35
3118,2001,0.389,0.4594,0.893,0.5244,0.8286,1.4
3118,2002,0.4214,0.4136,0.956,0.4871,0.725,1.319
3118,2003,0.4655,0.4675,1.222,0.5216,0.8046,1.391
3118,2004,0.3911,0.4417,0.917,0.5381,0.8333,1.354
3118,2005,0.4301,0.4726,1.044,0.5181,0.7985,1.315
3118,2006,0.4378,0.444,1.055,0.4983,0.7757,1.265
3118,2007,0.4712,0.5132,1.138,0.474,0.7534,1.214
3118,2008,0.4561,0.4773,1.162,0.4734,0.716,1.23
3118,2009,0.4301,0.4508,1.096,0.4483,0.6621,1.181
3118,2010,0.4358,0.4708,1.119,0.4482,0.6031,1.175
3118,2011,0.4503,0.4819,1.087,0.4554,0.583,1.2
3118,2012,0.4429,0.5206,1.072,0.4359,0.5944,1.09
3118,2013,0.4491,0.4894,1.113,0.4397,0.6131,1.08
3118,2014,0.4364,0.458,0.997,0.4346,0.6158,1.091
3118,2015,0.3868,0.402,0.915,0.4283,0.5951,1.038
3118,2016,0.3816,0.4192,0.862,0.4439,0.6106,1.085
3119,1997,0.4567,0.4919,1.149,0.4106,0.5422,1.062
3119,1998,0.4423,0.4112,0.977,0.4793,0.5282,1.127
3119,1999,0.3781,0.4207,1.062,0.3672,0.514,0.872
3119,2000,0.3914,0.4424,0.919,0.4211,0.4191,0.949
3119,2001,0.4395,0.4077,0.969,0.5149,0.5665,1.257
3119,2002,0.4864,0.4497,0.996,0.5177,0.5442,1.194
3119,2003,0.4799,0.4317,0.983,0.5109,0.5323,1.249
3119,2004,0.4402,0.2902,0.787,0.5248,0.4996,1.367
3119,2005,0.5044,0.3417,1.01,0.549,0.4651,1.474
3119,2006,0.4046,0.3066,0.728,0.4993,0.4815,1.364
3119,2007,0.4918,0.331,1.074,0.5212,0.5324,1.398
3119,2008,0.589,0.4641,1.433,0.4964,0.4243,1.261
3119,2009,0.5619,0.4815,1.277,0.4869,0.4584,1.303
3119,2010,0.4949,0.3887,1.152,0.478,0.4895,1.218
3119,2011,0.4706,0.4332,1.094,0.4757,0.5263,1.233
3119,2012,0.4765,0.4748,1.333,0.4547,0.5637,1.139
3119,2013,0.4639,0.5223,1.178,0.4674,0.5257,1.226
3119,2014,0.3857,0.3682,0.921,0.418,0.4538,1.03
3119,2015,0.4394,0.4635,1.071,0.4602,0.5225,1.051
3119,2016,0.512,0.5039,1.154,0.5055,0.5743,1.098
3121,1997,0.4878,0.8214,1.286,0.3903,0.6299,1.005
3121,1998,0.4792,0.6792,1.269,0.389,0.5764,1.004
3121,1999,0.6559,0.8746,1.836,0.4403,0.665,1.139
3121,2000,0.6559,1.039,1.738,0.427,0.715,1.022
3121,2001,0.6582,1.036,1.756,0.4047,0.6278,0.999
3121,2002,0.6394,0.9217,1.711,0.4698,0.6944,1.111
3121,2003,0.6936,1.122,1.854,0.4925,0.7089,1.2
3121,2004,0.6347,1.112,1.727,0.4643,0.7258,1.134
3121,2005,0.7018,1.173,1.927,0.4657,0.6987,1.117
3121,2006,0.6798,1.014,1.906,0.4503,0.6336,1.12
3121,2007,0.7141,1.142,1.904,0.4847,0.6752,1.173
3121,2008,0.7497,1.179,1.982,0.5252,0.7229,1.261
3121,2009,0.7829,1.234,2.023,0.5414,0.7528,1.185
3121,2010,0.754,0.9635,1.914,0.5305,0.7668,1.27
3121,2011,0.7244,0.9762,1.944,0.5474,0.818,1.325
3121,2012,0.6233,0.8679,1.733,0.523,0.8851,1.325
3121,2013,0.6407,0.8115,1.748,0.5033,0.8357,1.221
3121,2014,0.6187,0.8984,1.682,0.5103,0.8733,1.235
3121,2015,0.7192,1.098,1.981,0.5133,0.7376,1.281
3121,2016,0.7748,1.088,2.032,0.5609,0.9443,1.38
3122,1997,0.5893,0.5722,1.583,0.943,1.841,2.214
3122,1998,0.8835,0.7009,2.248,1.032,2.032,2.308
3122,1999,0.9111,1.85,2.337,1.059,2.251,2.466
3122,2000,0.858,1.214,2.376,1.04,2.149,2.472
3122,2001,0.7676,0.8955,2.074,1.024,2.145,2.425
3122,2002,0.6549,1.022,1.701,0.6812,0.9105,1.748
3122,2003,0.8065,1.266,1.721,0.6612,0.2811,1.628
3122,2004,0.9621,1.47,2.544,0.694,0.8993,1.804
3122,2005,0.7951,1.084,1.617,0.5595,0.3828,1.394
3122,2006,0.755,1.081,1.85,0.6351,0.3931,1.253
3122,2007,0.6954,0.9667,1.791,0.64,0.6168,1.522
3122,2008,0.9391,1.202,1.936,0.6536,1.105,1.492
3122,2009,0.8909,1.039,1.722,0.6434,0.9197,1.721
3122,2010,0.8609,1.428,2.099,0.7093,0.9667,1.999
3122,2011,0.8558,1.072,2.069,0.7134,0.7972,1.676
3122,2012,0.6411,0.763,1.441,0.5011,0.7787,1.249
3122,2013,0.7219,0.8587,1.751,0.5241,0.6965,1.383
3122,2014,0.7361,1.187,1.967,0.5774,0.6939,1.609
3122,2015,0.6848,1.016,1.737,0.5197,0.5431,1.479
3122,2016,0.6696,1.064,1.769,0.5304,0.5796,1.514
3131,1997,0.3095,0.3434,0.679,0.2383,0.3202,0.52
3131,1998,0.2978,0.3816,0.622,0.2311,0.3249,0.541
3131,1999,0.2388,0.2607,0.575,0.2327,0.3757,0.581
3131,2000,0.3573,0.2337,0.657,0.2482,0.4499,0.604
3131,2001,0.3589,0.2779,0.79,0.2724,0.4132,0.64
3131,2002,0.2355,0.2562,0.685,0.2342,0.3398,0.614
3131,2003,0.2961,0.2384,0.62,0.2159,0.2707,0.559
3131,2004,0.2315,0.2162,0.47,0.2173,0.2569,0.533
3131,2005,0.284,0.1847,0.558,0.2094,0.2756,0.516
3131,2006,0.2857,0.2885,0.769,0.1855,0.2456,0.441
3131,2007,0.308,0.2994,0.554,0.2261,0.2088,0.439
3131,2008,0.2561,0.2045,0.374,0.2169,0.2206,0.371
3131,2009,0.3573,0.2357,0.593,0.2468,0.2104,0.403
3131,2010,0.2928,0.2556,0.416,0.2141,0.1731,0.364
3131,2011,0.2981,0.2056,0.548,0.2218,0.2178,0.371
3131,2012,0.3593,0.3211,1.075,0.1853,0.1743,0.305
3131,2013,0.2307,0.1755,0.438,0.1464,0.191,0.278
3131,2014,0.2254,0.1921,0.439,0.1707,0.1481,0.354
3131,2015,0.2485,0.218,0.424,0.2062,0.2019,0.401
3131,2016,0.2511,0.3263,0.477,0.2037,0.2009,0.472
3132,1997,0.405,0.5385,0.971,0.2501,0.2637,0.555
3132,1998,0.4237,0.4544,1.052,0.2358,0.26,0.552
3132,1999,0.3207,0.4485,0.689,0.2403,0.282,0.556
3132,2000,0.404,0.6014,0.979,0.2404,0.1933,0.544
3132,2001,0.3564,0.5126,0.951,0.2541,0.2576,0.587
3132,2002,0.3656,0.4277,1.095,0.2211,0.2331,0.47
3132,2003,0.4522,0.5348,1.131,0.3223,0.2894,0.59
3132,2004,0.421,0.6889,0.993,0.3236,0.2567,0.676
3132,2005,0.5848,0.8277,1.344,0.3685,0.3884,0.89
3132,2006,0.5219,0.8399,1.383,0.3889,0.4398,1.02
3132,2007,0.4083,0.5351,1.054,0.322,0.3767,0.815
3132,2008,0.4296,0.6559,1.027,0.3447,0.3473,0.931
3132,2009,0.5154,0.7269,1.433,0.4255,0.4813,1.027
3132,2010,0.4069,0.5681,0.955,0.4064,0.4274,1.052
3132,2011,0.417,0.5179,1.097,0.3488,0.3985,0.933
3132,2012,0.4834,0.5879,1.235,0.3196,0.3123,0.773
3132,2013,0.5105,0.6222,1.155,0.3587,0.3677,1.009
3132,2014,0.42,0.5819,0.985,0.3039,0.3461,0.857
3132,2015,0.4008,0.5973,0.922,0.3241,0.3372,0.81
3132,2016,0.3737,0.4228,0.857,0.3184,0.3782,0.73
3133,1997,0.3745,0.4046,0.968,0.3348,0.3622,0.882
3133,1998,0.4365,0.4566,1.024,0.3391,0.3929,0.798
3133,1999,0.2927,0.3355,0.714,0.2674,0.314,0.597
3133,2000,0.3151,0.2755,0.716,0.2974,0.3257,0.683
3133,2001,0.3437,0.2922,0.915,0.2811,0.2912,0.628
3133,2002,0.3365,0.2677,0.697,0.2573,0.3277,0.577
3133,2003,0.3736,0.2802,0.847,0.2489,0.2466,0.529
3133,2004,0.6377,0.5584,1.301,0.3574,0.3284,0.656
3133,2005,0.7292,0.6993,1.609,0.3839,0.4046,0.73
3133,2006,0.5624,0.6699,1.474,0.4193,0.4723,0.93
3133,2007,0.5261,0.6623,1.447,0.3992,0.5578,0.93
3133,2008,0.5411,0.5996,1.155,0.3627,0.4353,0.807
3133,2009,0.7374,0.5819,1.31,0.425,0.4148,0.88
3133,2010,0.7476,0.9111,2.118,0.4181,0.431,0.878
3133,2011,0.6798,0.7072,1.79,0.3677,0.3765,0.81
3133,2012,0.5805,0.6403,1.433,0.3215,0.2993,0.639
3133,2013,0.6332,0.7101,1.604,0.3727,0.3023,0.798
3133,2014,0.5213,0.7616,1.259,0.421,0.3719,0.933
3133,2015,0.475,0.5029,0.758,0.3526,0.2854,0.852
3133,2016,0.5009,0.6699,0.826,0.3588,0.3137,0.815
3141,1997,0.4125,0.4874,1.003,0.2386,0.2017,0.577
3141,1998,0.4562,0.5296,1.035,0.3162,0.3826,0.767
3141,1999,0.4399,0.5856,1.038,0.3196,0.4371,0.842
3141,2000,0.4656,0.6352,1.158,0.2996,0.3601,0.631
3141,2001,0.4435,0.5966,0.99,0.313,0.3602,0.72
3141,2002,0.4794,0.5424,1.203,0.2726,0.2637,0.683
3141,2003,0.4376,0.5535,1.029,0.2816,0.3279,0.633
3141,2004,0.4409,0.4816,0.957,0.2897,0.2783,0.622
3141,2005,0.5873,0.5973,1.264,0.3334,0.3991,0.769
3141,2006,0.595,0.7357,1.765,0.3413,0.4027,0.797
3141,2007,0.5777,0.7409,1.511,0.3129,0.2643,0.673
3141,2008,0.5882,0.7818,1.564,0.3211,0.3283,0.635
3141,2009,0.5905,0.5765,1.583,0.3681,0.4427,0.712
3141,2010,0.5272,0.4708,1.293,0.3474,0.3858,0.712
3141,2011,0.465,0.4819,1.237,0.3265,0.3642,0.769
3141,2012,0.5233,0.5788,1.215,0.307,0.2457,0.682
3141,2013,0.6203,0.5149,1.496,0.3407,0.5513,0.742
3141,2014,0.8256,0.9499,2.423,0.3602,0.6006,0.757
3141,2015,0.6381,0.6541,1.462,0.3133,0.4707,0.632
3141,2016,0.6851,0.7719,1.667,0.3798,0.6765,0.855
3149,1997,0.3341,0.3863,0.806,0.3161,0.3575,0.892
3149,1998,0.4171,0.5069,1.04,0.3247,0.3991,0.896
3149,1999,0.3034,0.2685,0.786,0.3051,0.306,0.842
3149,2000,0.3297,0.3337,0.748,0.2765,0.3459,0.697
3149,2001,0.3308,0.3068,0.772,0.3077,0.3939,0.846
3149,2002,0.3327,0.3786,0.819,0.3346,0.4108,0.829
3149,2003,0.3289,0.4251,0.815,0.3225,0.3961,0.869
3149,2004,0.3752,0.357,0.78,0.3388,0.3644,0.766
3149,2005,0.3219,0.3213,0.686,0.3253,0.291,0.806
3149,2006,0.3493,0.346,0.787,0.3449,0.3415,0.776
3149,2007,0.6367,0.5444,1.267,0.416,0.4827,0.945
3149,2008,0.6782,0.5983,1.343,0.3924,0.4041,0.835
3149,2009,0.717,0.4418,1.529,0.3689,0.4047,0.765
3149,2010,0.7215,0.5517,2.017,0.3826,0.3838,0.824
3149,2011,0.6067,0.5073,1.129,0.3931,0.4858,0.859
3149,2012,0.6194,0.5686,1.734,0.3812,0.4984,0.888
3149,2013,0.6435,0.4648,1.33,0.3835,0.4484,0.868
3149,2014,0.3458,0.2697,0.74,0.3164,0.3713,0.733
3149,2015,0.39,0.3686,0.984,0.3248,0.3396,0.697
3149,2016,0.3815,0.3277,0.842,0.3173,0.3613,0.668
3151,1997,0.4709,0.4313,1.326,0.3369,0.4001,0.899
3151,1998,0.4484,0.4414,1.027,0.3271,0.3363,0.853
3151,1999,0.2993,0.28,0.656,0.2905,0.318,0.74
3151,2000,0.4246,0.4147,1.017,0.3039,0.3505,0.745
3151,2001,0.5082,0.4367,1.064,0.3158,0.3934,0.787
3151,2002,0.6573,0.6687,1.962,0.3494,0.4796,0.849
3151,2003,0.7173,0.9412,2.088,0.4055,0.4734,1.025
3151,2004,0.4199,0.6249,1.055,0.3263,0.3989,0.869
3151,2005,0.3857,0.6412,0.979,0.3355,0.5069,0.839
3151,2006,0.4491,0.6613,1.051,0.4038,0.5991,0.94
3151,2007,0.3549,0.3569,0.805,0.332,0.2931,0.979
3151,2008,0.4904,0.5571,1.018,0.4026,0.3207,0.867
3151,2009,0.5292,0.7532,1.091,0.4428,0.6029,0.92
3151,2010,0.5889,0.9827,1.269,0.4591,0.5076,1.031
3151,2011,0.6132,1.165,1.491,0.4851,0.5796,1.014
3151,2012,0.4923,0.747,1.092,0.3772,0.2628,0.782
3151,2013,0.5209,0.6594,1.364,0.408,0.3111,0.781
3151,2014,0.3287,0.2674,0.909,0.3726,0.5028,0.813
3151,2015,0.2727,0.3442,0.646,0.2595,0.2233,0.658
3151,2016,0.2063,0.3376,0.499,0.1954,0.2373,0.474
3152,1997,0.6408,0.8922,1.763,0.3892,0.3802,0.849
3152,1998,0.7342,1.13,1.871,0.3994,0.4064,0.823
3152,1999,0.7375,1.102,1.878,0.3857,0.4009,0.813
3152,2000,0.7179,1.12,1.787,0.3673,0.3778,0.773
3152,2001,0.6496,1.007,1.631,0.4082,0.4295,0.887
3152,2002,0.7005,1.106,1.819,0.428,0.3913,0.846
3152,2003,0.6689,1.075,1.594,0.4438,0.4239,1.005
3152,2004,0.6524,0.8476,1.849,0.477,0.4925,1.112
3152,2005,0.6183,0.8049,1.77,0.4468,0.4509,1.071
3152,2006,0.5681,0.7247,1.424,0.4748,0.5183,1.191
3152,2007,0.566,0.5525,1.343,0.472,0.6813,1.229
3152,2008,0.8258,1.208,1.957,0.4917,0.6545,1.172
3152,2009,0.6035,0.858,1.509,0.4539,0.6716,1.069
3152,2010,0.7509,1.116,1.929,0.442,0.6106,0.924
3152,2011,0.7692,0.9542,1.924,0.4416,0.58,0.954
3152,2012,0.6901,0.9028,1.854,0.4701,0.6695,0.98
3152,2013,0.6208,0.7877,1.682,0.4187,0.5913,0.864
3152,2014,0.5806,0.675,1.41,0.4178,0.5228,0.918
3152,2015,0.5931,0.8128,1.528,0.4474,0.5557,1.18
3152,2016,0.6513,0.9494,1.523,0.4641,0.4776,0.996
3159,1997,0.3564,0.4427,0.811,0.4022,0.4471,1.021
3159,1998,0.4295,0.5485,1.162,0.3792,0.5738,0.927
3159,1999,0.5157,0.6448,1.26,0.3791,0.4574,0.92
3159,2000,0.4717,0.6581,1.311,0.3814,0.4934,0.943
3159,2001,0.4056,0.4924,1.016,0.3843,0.5493,0.959
3159,2002,0.5445,0.4951,1.096,0.379,0.3928,0.78
3159,2003,0.65,0.5639,1.396,0.3703,0.5483,0.907
3159,2004,0.3066,0.3799,0.857,0.2938,0.3506,0.777
3159,2005,0.513,0.474,0.872,0.4165,0.4418,0.78
3159,2006,0.506,0.6205,1.154,0.4025,0.5583,0.996
3159,2007,0.3348,0.3235,0.804,0.2778,0.3026,0.694
3159,2008,0.5289,0.5221,1.026,0.3529,0.4841,0.719
3159,2009,0.3101,0.2365,0.816,0.3247,0.2715,0.729
3159,2010,0.4125,0.4728,0.909,0.4934,0.3869,0.93
3159,2011,0.5016,0.6377,1.076,0.5165,0.5327,1.316
3159,2012,0.5262,0.7555,0.951,0.4387,0.4902,1.195
3159,2013,0.6234,1.004,1.578,0.5225,0.6163,1.218
3159,2014,0.5972,0.7782,1.55,0.4913,0.3269,1.153
3159,2015,0.6436,0.9112,1.843,0.5046,0.5481,1.111
3159,2016,0.532,1.007,1.314,0.4975,0.6851,1.275
3161,1997,0.3832,0.223,0.891,0.2311,0.1237,0.408
3161,1998,0.3662,0.1506,0.608,0.2513,0.1059,0.49
3161,1999,0.4713,0.2518,1.099,0.2761,0.1359,0.483
3161,2000,0.3729,0.5532,0.994,0.2881,0.2786,0.525
3161,2001,0.4594,0.5091,1.059,0.3109,0.2619,0.523
3161,2002,0.2407,0.3555,0.365,0.2478,0.1772,0.264
3161,2003,0.4912,0.3133,1.42,0.2235,0.1242,0.261
3161,2004,0.324,0.345,0.843,0.1781,0.1652,0.332
3161,2005,0.3315,0.4009,0.746,0.1882,0.2136,0.35
3161,2006,0.6847,0.9617,1.912,0.2602,0.1811,0.687
3161,2007,0.8084,0.7411,2.306,0.2072,0.1704,0.311
3161,2008,0.9108,1.959,2.245,0.2358,0.1838,0.313
3161,2009,0.8614,1.244,2.156,0.3006,0.2611,0.619
3161,2010,0.6164,0.4359,1.541,0.1761,0.2274,0.37
3161,2011,0.1645,0.1829,0.464,0.1182,0.1588,0.23
3161,2012,0.2312,0.3899,0.545,0.1585,0.2607,0.371
3161,2013,0.2083,0.3109,0.451,0.1436,0.2171,0.326
3161,2014,0.1828,0.1846,0.404,0.1268,0.197,0.239
3161,2015,0.1763,0.3273,0.49,0.1409,0.2443,0.319
3161,2016,0.1654,0.1677,0.357,0.1923,0.2222,0.359
3162,1997,0.2695,0.4159,0.609,0.2984,0.4094,0.717
3162,1998,0.405,0.3675,0.847,0.387,0.4341,0.773
3162,1999,0.4061,0.5812,1.02,0.4415,0.5077,0.944
3162,2000,0.3125,0.3327,0.786,0.3816,0.5178,0.845
3162,2001,0.3497,0.4376,0.783,0.333,0.4124,0.712
3162,2002,0.3191,0.5102,0.769,0.3253,0.4777,0.862
3162,2003,0.3148,0.3822,0.855,0.3378,0.4658,0.865
3162,2004,0.2913,0.5262,0.854,0.2913,0.493,0.71
3162,2005,0.3353,0.6223,0.883,0.2927,0.4278,0.7
3162,2006,0.3969,0.587,1.065,0.3546,0.5761,0.917
3162,2007,0.3345,0.4557,0.731,0.2998,0.4025,0.603
3162,2008,0.2851,0.235,0.771,0.2928,0.4905,0.712
3162,2009,0.4413,0.6366,1.114,0.3751,0.5361,0.798
3162,2010,0.3928,0.4452,1.003,0.3509,0.5402,0.815
3162,2011,0.2253,0.1765,0.554,0.2821,0.4777,0.78
3162,2012,0.2858,0.3067,0.844,0.2816,0.4385,0.744
