naics4,year,sd,d7525,d9010,d9990,d1001,sd*,d7525*,d9010*,d9990*,d1001*
3231,2004,0.3994,0.4996,0.969,0.5444,0.3414,0.3551,0.3681,0.8763,0.6749,0.2586
3231,2005,0.4278,0.5102,1.083,0.787,0.2602,0.3525,0.3505,0.8508,0.7255,0.2305
3231,2006,0.436,0.5649,1.07,0.701,0.3472,0.3691,0.3735,0.9264,0.7313,0.1951
3231,2007,0.4676,0.6067,1.205,0.6524,0.2957,0.3623,0.3626,0.882,0.7293,0.2381
3231,2008,0.4775,0.6185,1.198,0.8069,0.3822,0.3662,0.3686,0.8815,0.707,0.3002
3231,2009,0.4154,0.538,1.033,0.6633,0.2448,0.3681,0.4139,0.8798,0.754,0.2383
3231,2010,0.4111,0.484,0.9877,0.8435,0.2782,0.3496,0.3705,0.7913,0.801,0.2557
3231,2011,0.442,0.4895,1.038,0.8878,0.3022,0.3453,0.3577,0.7855,0.77,0.242
3231,2012,0.4153,0.402,0.9464,0.973,0.2704,0.3012,0.3009,0.6386,0.7952,0.2124
3231,2013,0.4203,0.4233,0.9452,1.01,0.3024,0.3114,0.2856,0.6449,0.84,0.2824
3231,2014,0.3612,0.3778,0.8987,0.685,0.1896,0.3191,0.2977,0.7001,0.8299,0.2413
3231,2015,0.3518,0.367,0.8774,0.6897,0.1749,0.2994,0.3111,0.7252,0.6239,0.1843
3231,2016,0.3871,0.3783,0.9063,0.7983,0.2563,0.3106,0.3003,0.6889,0.7726,0.2272
3231,2017,0.3646,0.3892,0.845,0.8574,0.2439,0.2997,0.3198,0.6796,0.6993,0.196
3231,2018,0.4138,0.3931,0.9466,0.8843,0.3859,0.3207,0.3598,0.7459,0.7477,0.2317
3231,2019,0.3811,0.342,0.8327,0.8734,0.2391,0.2987,0.3307,0.6571,0.7394,0.2112
3231,2020,0.3768,0.3874,0.91,0.7186,0.2804,0.3442,0.3692,0.7944,0.6829,0.2355
3241,1987,0.3193,0.3204,0.8842,0.4946,0.1972,0.2315,0.1565,0.2815,0.9149,0.01078
3241,1988,0.334,0.3507,0.8927,0.4663,0.225,0.2323,0.1567,0.342,0.847,0.06803
3241,1989,0.3869,0.4191,1.051,0.5166,0.1407,0.2349,0.1535,0.3002,0.8038,0.1165
3241,1990,0.4469,0.4718,1.205,0.5444,0.1759,0.2489,0.114,0.3444,0.8961,0.0715
3241,1991,0.4218,0.4802,1.199,0.4864,0.1739,0.2478,0.1568,0.391,0.8449,0.1036
3241,1992,0.4022,0.4408,1.111,0.4747,0.2498,0.2331,0.1416,0.3764,0.8279,0.0964
3241,1993,0.4032,0.3815,1.076,0.6124,0.254,0.2493,0.1383,0.3642,0.8833,0.1611
3241,1994,0.363,0.3741,0.9175,0.5191,0.3262,0.2475,0.1483,0.4455,0.7082,0.07215
3241,1995,0.4128,0.3696,0.8997,1.033,0.4292,0.286,0.195,0.5639,0.7803,0.08213
3241,1996,0.3902,0.3746,0.9691,0.6554,0.3529,0.233,0.1402,0.359,0.6809,0.06713
3241,1997,0.3048,0.2939,0.7571,0.5228,0.313,0.2126,0.1519,0.4495,0.5159,0.08313
3241,1998,0.3433,0.3549,0.8067,0.6772,0.4587,0.2092,0.1525,0.4753,0.4765,0.193
3241,1999,0.3492,0.3538,0.7088,1.149,0.2437,0.2809,0.2114,0.5076,0.7265,0.06189
3241,2000,0.4166,0.3401,0.8028,1.425,0.3463,0.2238,0.179,0.3943,0.5962,0.1062
3241,2001,0.4594,0.4362,0.839,1.807,0.4166,0.2433,0.1903,0.4081,0.6053,0.1714
3241,2002,0.3313,0.3148,0.7436,0.7844,0.297,0.1931,0.1728,0.3547,0.598,0.06711
3241,2003,0.3331,0.2899,0.7489,0.8008,0.2868,0.2172,0.1134,0.2387,1.011,0.06513
3241,2004,0.3483,0.3082,0.7761,0.8111,0.3062,0.2165,0.1314,0.2542,0.7475,0.09056
3241,2005,0.466,0.3939,1.017,1.497,0.3158,0.2262,0.1283,0.2948,0.8028,0.05224
3241,2006,0.5528,0.4017,1.128,1.615,0.395,0.2496,0.1435,0.3793,0.8085,0.08235
3241,2007,0.4007,0.3464,0.9307,0.768,0.3697,0.2171,0.1631,0.4374,0.6425,0.1656
3241,2008,0.4515,0.3669,0.9677,1.302,0.3402,0.1997,0.1099,0.3735,0.6438,0.09185
3241,2009,0.4428,0.3342,0.8264,1.906,0.2679,0.1849,0.1222,0.3853,0.5454,0.1079
3241,2010,0.4458,0.2933,0.8112,1.554,0.3262,0.1966,0.109,0.3911,0.5307,0.07444
3241,2011,0.4406,0.3203,0.9206,1.746,0.304,0.188,0.1495,0.266,0.7431,0.04417
3241,2012,0.4276,0.2826,0.9495,1.238,0.3476,0.1978,0.1173,0.2765,0.7285,0.08225
3241,2013,0.5924,0.3415,0.989,2.344,0.2972,0.23,0.122,0.3492,0.6379,0.05096
3241,2014,0.5142,0.3108,0.8013,2.092,0.3812,0.1946,0.09811,0.2575,0.7414,0.1382
3241,2015,0.4815,0.2931,0.6803,2.137,0.3596,0.165,0.1139,0.2717,0.5624,0.1389
3241,2016,0.5596,0.3278,0.8811,2.198,0.5531,0.1601,0.1104,0.252,0.3489,0.4159
3241,2017,0.478,0.292,0.7377,2.122,0.4367,0.1264,0.088,0.2592,0.3629,0.1846
3241,2018,0.4987,0.3066,0.8012,1.96,0.3786,0.179,0.1458,0.3915,0.3192,0.1748
3241,2019,0.5219,0.2887,0.7795,1.881,0.4122,0.1796,0.1344,0.4057,0.3108,0.3182
3241,2020,0.6143,0.312,1.037,1.981,0.5108,0.2463,0.1667,0.4976,0.58,0.462
3251,1987,0.5444,0.7416,1.337,0.9439,0.3456,0.3451,0.3834,0.8154,0.6402,0.2757
3251,1988,0.5613,0.8134,1.423,0.7073,0.3411,0.3538,0.4135,0.8241,0.628,0.3365
3251,1989,0.5304,0.7419,1.411,0.5489,0.3988,0.3652,0.4497,0.8519,0.6894,0.3031
3251,1990,0.5299,0.7051,1.408,0.6644,0.3347,0.383,0.4535,0.8687,0.8562,0.1976
3251,1991,0.5646,0.7847,1.452,0.6755,0.3777,0.3871,0.4376,0.842,1.028,0.2426
3251,1992,0.604,0.8115,1.595,0.6892,0.4324,0.3947,0.3755,0.9051,0.9143,0.3051
3251,1993,0.5872,0.721,1.567,0.7635,0.3716,0.3868,0.3789,0.9081,0.8471,0.3173
3251,1994,0.6021,0.781,1.554,0.9112,0.4504,0.3905,0.2966,0.899,0.9613,0.4011
3251,1995,0.5665,0.7961,1.492,0.5925,0.3596,0.3991,0.4392,0.9139,0.8339,0.3042
3251,1996,0.5908,0.7888,1.548,0.5669,0.6182,0.3845,0.3609,0.8883,0.9373,0.2354
3251,1997,0.6832,1.017,1.786,0.6934,0.4707,0.4345,0.4889,0.9959,0.8529,0.2546
3251,1998,0.6697,1.049,1.767,0.7848,0.4114,0.5116,0.5106,1.198,1.08,0.122
3251,1999,0.6727,0.9799,1.762,0.7016,0.5557,0.5481,0.507,1.26,1.314,0.21
3251,2000,0.6978,0.9862,1.8,0.8255,0.5632,0.4986,0.5939,1.192,0.9122,0.2164
3251,2001,0.7235,1.12,1.897,0.6341,0.5331,0.5361,0.5202,1.286,1.014,0.321
3251,2002,0.7508,1.128,1.935,0.7137,0.5354,0.516,0.6961,1.175,0.9325,0.3023
3251,2003,0.7734,1.183,2.059,0.7814,0.4063,0.5419,0.6536,1.305,0.9643,0.1212
3251,2004,0.828,1.213,2.232,0.6856,0.4476,0.5362,0.5529,1.367,1.091,0.1608
3251,2005,0.7899,1.238,1.997,0.8378,0.5299,0.5531,0.5421,1.391,1.022,0.1399
3251,2006,0.8757,1.262,2.281,1.239,0.5338,0.5691,0.6666,1.451,1.043,0.1077
3251,2007,0.8159,1.252,2.106,0.9968,0.7302,0.6269,0.934,1.571,0.9569,0.1196
3251,2008,0.9613,1.435,2.548,1.057,0.5508,0.5982,0.7102,1.563,0.9843,0.09816
3251,2009,0.9571,1.454,2.405,1.344,0.2725,0.5147,0.5324,1.288,0.9226,0.0441
3251,2010,0.8531,1.285,2.221,0.9475,0.2627,0.501,0.5647,1.228,0.9119,0.1021
3251,2011,0.8498,1.256,2.157,1.069,0.2462,0.4933,0.5009,1.246,0.7827,0.1444
3251,2012,0.7714,1.074,2.081,0.926,0.1575,0.4672,0.5014,1.086,0.9849,0.2478
3251,2013,0.7609,0.9608,2.132,0.7902,0.2101,0.468,0.5779,1.037,0.959,0.2498
3251,2014,0.832,1.23,2.031,1.041,0.3628,0.4307,0.296,0.986,1.061,0.2266
3251,2015,0.8612,1.249,2.231,1.233,0.237,0.4383,0.512,0.8863,0.9772,0.196
3251,2016,0.83,1.333,2.102,1.069,0.2985,0.5019,0.6733,1.104,0.9133,0.2463
3251,2017,0.8803,1.24,2.159,1.26,0.184,0.4651,0.6112,0.9238,1.012,0.1485
3251,2018,0.898,1.319,2.203,1.423,0.1955,0.4654,0.6025,0.893,1.11,0.1771
3251,2019,0.9616,1.382,2.476,1.269,0.224,0.4663,0.6335,0.9754,0.9472,0.1782
3251,2020,0.9789,1.492,2.527,1.302,0.4384,0.515,0.6834,1.151,0.921,0.1731
3252,1987,0.2609,0.3135,0.6748,0.4064,0.2424,0.2445,0.3111,0.563,0.387,0.3408
3252,1988,0.2494,0.3071,0.6312,0.2918,0.2443,0.2459,0.3964,0.5996,0.2476,0.2252
3252,1989,0.3026,0.3031,0.7473,0.6393,0.3025,0.2965,0.4446,0.7109,0.4525,0.1817
3252,1990,0.3636,0.2879,0.7811,0.8779,0.2172,0.2703,0.3624,0.6614,0.34,0.1426
3252,1991,0.3422,0.2771,0.8449,0.7235,0.2829,0.2748,0.3749,0.6714,0.3582,0.2546
3252,1992,0.2686,0.2922,0.6277,0.4118,0.2521,0.2589,0.34,0.6957,0.2857,0.1701
3252,1993,0.3732,0.3084,0.7853,0.9204,0.2726,0.2674,0.3293,0.634,0.4143,0.2545
3252,1994,0.2779,0.3012,0.6504,0.5447,0.2217,0.2685,0.3089,0.6486,0.4409,0.1747
3252,1995,0.3175,0.3864,0.7242,0.6491,0.2632,0.2795,0.3485,0.6334,0.5696,0.2219
3252,1996,0.3109,0.3811,0.7487,0.5735,0.2222,0.2924,0.3643,0.7261,0.4871,0.1105
3252,1997,0.3921,0.4312,0.956,0.7245,0.275,0.2884,0.3675,0.6787,0.6021,0.2435
3252,1998,0.3427,0.3543,0.7862,0.9801,0.2102,0.3045,0.3868,0.718,0.5499,0.19
3252,1999,0.3388,0.3899,0.8575,0.3826,0.3783,0.3213,0.4083,0.8035,0.5037,0.2706
3252,2000,0.3727,0.4398,0.8509,0.6657,0.334,0.3485,0.5072,0.9006,0.5639,0.1864
3252,2001,0.4565,0.41,0.9299,1.32,0.4782,0.4138,0.511,1.019,0.5441,0.3772
3252,2002,0.2981,0.3648,0.6992,0.4746,0.2981,0.2951,0.4072,0.7782,0.3032,0.2114
3252,2003,0.3453,0.4281,0.9211,0.4183,0.258,0.3012,0.3798,0.7964,0.4855,0.1723
3252,2004,0.4145,0.3953,0.8614,0.8669,0.2453,0.3242,0.3942,0.7837,0.5862,0.1664
3252,2005,0.4233,0.4273,0.9337,0.9559,0.2919,0.3433,0.301,0.7181,0.973,0.1762
3252,2006,0.5164,0.4803,1.073,1.036,0.2983,0.3552,0.3498,0.8176,1.083,0.176
3252,2007,0.4511,0.4869,0.9845,1.282,0.1667,0.3063,0.3249,0.6692,0.7565,0.2165
3252,2008,0.5767,0.5957,1.138,1.862,0.2842,0.3494,0.3922,0.7125,0.7701,0.2424
3252,2009,0.5876,0.4375,1.101,1.712,0.5091,0.3611,0.3462,0.6732,0.9505,0.3425
3252,2010,0.6161,0.4201,1.175,1.676,0.3705,0.3401,0.2971,0.6935,0.6407,0.1974
3252,2011,0.5871,0.4536,1.167,2.111,0.4312,0.3441,0.2989,0.7788,0.5886,0.2952
3252,2012,0.6999,0.6014,1.32,2.764,0.2003,0.3877,0.3734,0.9954,0.5595,0.2588
3252,2013,0.5993,0.4274,0.9883,2.408,0.4052,0.3087,0.3633,0.6836,0.4837,0.2941
3252,2014,0.5436,0.3897,0.8119,1.964,0.2151,0.3089,0.3366,0.6486,0.5346,0.1475
3252,2015,0.5055,0.5947,1.239,1.28,0.4556,0.3269,0.3746,0.7406,0.6749,0.1662
3252,2016,0.6707,0.6903,1.442,1.245,0.3091,0.3793,0.438,0.7787,0.5411,0.4608
3252,2017,0.6354,0.5243,1.315,1.282,0.6877,0.3823,0.3611,0.7254,0.7071,0.4941
3252,2018,0.5752,0.3874,1.098,1.409,0.3755,0.3012,0.3401,0.6773,0.8236,0.294
3252,2019,0.5539,0.515,1.415,0.9572,0.5163,0.3348,0.3869,0.7385,0.9555,0.2641
3252,2020,0.5597,0.4149,1.339,1.226,0.315,0.4098,0.4052,0.8571,0.9518,0.5374
3253,1987,0.554,0.9356,1.448,0.4796,0.4126,0.5157,0.872,1.257,0.5184,0.5122
3253,1988,0.4905,0.6407,1.354,0.2605,0.2979,0.4892,0.788,1.218,0.3896,0.2979
3253,1989,0.5228,0.7058,1.211,0.7662,0.3084,0.4789,0.7509,1.166,0.5985,0.2305
3253,1990,0.4858,0.6803,1.181,0.6302,0.1943,0.4482,0.7795,1.051,0.5601,0.193
3253,1991,0.4553,0.6163,1.151,0.6251,0.1559,0.4642,0.7925,1.161,0.4697,0.1934
3253,1992,0.475,0.694,1.204,0.4008,0.3415,0.464,0.6918,1.14,0.4301,0.5437
3253,1993,0.4262,0.6763,1.075,0.4851,0.1194,0.4105,0.6003,1.074,0.4077,0.2363
3253,1994,0.4711,0.5871,1.112,0.7885,0.1363,0.4376,0.5788,1.055,0.4235,0.5289
3253,1995,0.444,0.5729,1.082,0.661,0.1898,0.4642,0.6559,1.152,0.5707,0.4762
3253,1996,0.3788,0.4461,0.9301,0.4952,0.2971,0.5125,0.7372,1.318,0.3413,0.3129
3253,1997,0.5275,0.7644,1.28,0.8808,0.1552,0.5113,0.7794,1.353,0.5,0.2315
3253,1998,0.4661,0.6448,1.081,0.9339,0.2582,0.4496,0.567,1.144,0.4357,0.3698
3253,1999,0.4917,0.7859,1.319,0.5054,0.2041,0.4607,0.6942,1.247,0.3842,0.2453
3253,2000,0.4041,0.464,0.9542,0.717,0.1737,0.3836,0.5022,1.081,0.5053,0.121
3253,2001,0.4095,0.4465,1.059,0.4754,0.4345,0.419,0.5474,1.073,0.3125,0.3534
3253,2002,0.466,0.6394,1.193,0.3609,0.8347,0.4082,0.4897,1.098,0.3082,0.3059
3253,2003,0.455,0.5542,0.9421,1.672,0.2034,0.4522,0.608,1.187,0.4749,0.08373
3253,2004,0.4235,0.5233,1.205,0.3585,0.2125,0.4798,0.5873,1.25,0.5372,0.1572
3253,2005,0.5118,0.722,1.325,0.5379,0.1348,0.5279,0.5992,1.326,0.8012,0.1376
3253,2006,0.5683,0.9926,1.305,0.7711,0.267,0.5325,0.6268,1.57,0.4169,0.0653
3253,2007,0.5945,0.8038,1.265,1.072,0.2606,0.4597,0.6868,1.086,0.5979,0.2888
3253,2008,0.6844,0.7764,1.421,2.809,0.2867,0.5718,0.8249,1.369,0.8044,0.2129
3253,2009,0.5066,0.4493,1.278,1.247,0.2448,0.416,0.6023,0.9661,0.2753,0.7067
3253,2010,0.4833,0.4888,1.005,1.153,0.4648,0.3491,0.4037,0.9065,0.4509,0.2758
3253,2011,0.5199,0.6345,1.17,1.053,0.6353,0.3607,0.4597,0.8535,0.6069,0.341
3253,2012,0.5607,0.7029,1.349,1.06,0.2578,0.3207,0.4171,0.7384,0.6859,0.26
3253,2013,0.6431,0.686,1.65,0.9633,0.3389,0.4003,0.6168,0.9574,0.5908,0.2771
3253,2014,0.6736,0.7295,2.074,0.4171,0.344,0.4084,0.4942,0.9583,1.138,0.2538
3253,2015,0.6133,0.7001,1.6,0.901,0.548,0.4163,0.5142,1.005,0.9604,0.2878
3253,2016,0.6453,0.7684,1.69,0.6934,0.5412,0.4829,0.6989,1.025,1.116,0.3142
3253,2017,0.6536,0.7038,1.55,1.195,0.7256,0.5057,0.5916,1.202,0.8987,0.357
3253,2018,0.7475,0.8439,1.818,1.302,0.6027,0.5269,0.7389,1.259,0.7934,0.4662
3253,2019,0.7169,0.6336,1.538,1.757,0.8636,0.5666,0.8179,1.364,0.7365,0.5536
3253,2020,0.7939,0.8967,1.709,1.763,0.8697,0.5299,0.5308,1.481,0.5418,0.616
3254,1987,0.5318,0.7131,1.278,0.6235,0.6405,0.6087,1.042,1.667,0.3189,0.3124
3254,1988,0.5247,0.6556,1.345,0.626,0.3424,0.6224,0.9598,1.769,0.3147,0.2179
3254,1989,0.5503,0.7196,1.464,0.549,0.533,0.6743,1.127,1.893,0.4147,0.3437
3254,1990,0.5768,0.7633,1.503,0.6613,0.5386,0.6934,1.069,1.88,0.4974,0.2953
3254,1991,0.5577,0.6675,1.461,0.6789,0.4965,0.6526,1.036,1.605,0.6144,0.6461
3254,1992,0.5837,0.885,1.505,0.6578,0.3914,0.6069,1.014,1.52,0.6268,0.4971
3254,1993,0.6265,0.9492,1.635,0.5447,0.596,0.602,0.905,1.6,0.624,0.5217
3254,1994,0.5366,0.6966,1.378,0.8797,0.3277,0.6253,1.023,1.658,0.6927,0.3878
3254,1995,0.5601,0.6737,1.427,0.6585,0.5168,0.646,1.069,1.676,0.6329,0.382
3254,1996,0.5647,0.7261,1.471,0.6404,0.5129,0.6213,1.02,1.621,0.6431,0.3963
3254,1997,0.5004,0.6662,1.298,0.5288,0.3611,0.5258,0.8412,1.378,0.5452,0.3631
3254,1998,0.4848,0.6112,1.33,0.4931,0.3299,0.5318,0.825,1.501,0.2359,0.4411
3254,1999,0.4395,0.4278,1.097,0.6392,0.3921,0.5542,0.9335,1.4,0.3636,0.4259
3254,2000,0.5544,0.6329,1.465,0.8908,0.3206,0.6056,0.7425,1.646,0.5758,0.3215
3254,2001,0.6841,0.9158,1.799,0.7636,0.6941,0.6177,0.7523,1.554,0.7921,0.6942
3254,2002,0.6537,0.833,1.607,1.354,0.3302,0.6101,0.7619,1.482,0.9874,0.4689
3254,2003,0.6107,0.7039,1.493,1.205,0.4118,0.653,0.7501,1.562,1.168,0.3371
3254,2004,0.6282,0.6916,1.424,1.389,0.5718,0.6754,0.7762,1.662,1.013,0.4733
3254,2005,0.6662,0.8375,1.624,1.1,0.4927,0.7277,0.9092,1.793,1.33,0.3708
3254,2006,0.665,0.9419,1.708,1.204,0.5564,0.722,0.7736,1.908,1.351,0.2422
3254,2007,0.6191,0.6795,1.48,1.36,0.463,0.6764,0.9405,1.867,0.5427,0.3092
3254,2008,0.6031,0.7963,1.515,0.7553,0.4826,0.7122,0.9957,1.922,0.8475,0.3966
3254,2009,0.6152,0.7129,1.555,0.9488,0.4671,0.6906,0.9552,1.916,0.3476,0.5979
3254,2010,0.6144,0.7376,1.56,0.5941,0.8214,0.6522,0.9196,1.839,0.2585,0.4756
3254,2011,0.5966,0.6724,1.581,0.7406,0.5585,0.6533,0.9907,1.755,0.386,0.3799
3254,2012,0.7207,0.6899,1.771,1.063,0.5664,0.7262,1.08,1.933,0.981,0.506
3254,2013,0.6535,0.9269,1.735,0.6656,0.5364,0.7402,1.097,2.062,0.3368,0.5305
3254,2014,0.7134,0.9104,1.947,0.6761,0.4182,0.7497,1.146,1.981,0.3903,0.3851
3254,2015,0.6747,0.7527,1.798,0.9156,0.4625,0.7136,1.034,1.847,0.705,0.5681
3254,2016,0.6724,0.8051,1.688,1.057,0.62,0.6517,0.9683,1.74,0.6651,0.4149
3254,2017,0.6524,0.8879,1.612,0.916,0.5594,0.6296,0.865,1.748,0.4885,0.6027
3254,2018,0.6363,0.8735,1.641,0.6485,0.6051,0.6812,0.9049,2.064,0.3048,0.4482
3254,2019,0.4999,0.4054,1.27,0.6721,0.6715,0.6524,0.8193,1.781,0.4952,0.4755
3254,2020,0.5259,0.6248,1.265,0.8228,0.6007,0.6356,0.9032,1.773,0.4222,0.4817
3255,1987,0.2771,0.2856,0.6648,0.5166,0.3155,0.2759,0.3511,0.6973,0.3713,0.2451
3255,1988,0.2803,0.2908,0.6555,0.4456,0.2303,0.2816,0.4044,0.7077,0.3307,0.2728
3255,1989,0.2482,0.2634,0.6123,0.3757,0.2556,0.2685,0.3559,0.6712,0.3687,0.2576
3255,1990,0.2792,0.3132,0.6775,0.4966,0.2898,0.2967,0.3804,0.7864,0.4197,0.2167
3255,1991,0.3105,0.3827,0.7819,0.5005,0.2141,0.2916,0.3665,0.7104,0.4612,0.1837
3255,1992,0.27,0.3192,0.624,0.6032,0.229,0.2744,0.3237,0.6641,0.4148,0.3559
3255,1993,0.2562,0.2873,0.6037,0.5811,0.1855,0.2665,0.3158,0.6212,0.5354,0.2234
3255,1994,0.2932,0.2848,0.7429,0.4332,0.308,0.2695,0.338,0.6327,0.4405,0.2833
3255,1995,0.2729,0.3378,0.6765,0.3396,0.4197,0.2608,0.3629,0.6271,0.4336,0.2779
3255,1996,0.3189,0.3832,0.6888,0.9123,0.2941,0.2765,0.351,0.657,0.4245,0.2298
3255,1997,0.2757,0.3273,0.6746,0.4275,0.2821,0.2732,0.391,0.7006,0.2671,0.2424
3255,1998,0.3027,0.3072,0.673,0.7157,0.3073,0.2766,0.329,0.6879,0.5048,0.2154
3255,1999,0.2538,0.2814,0.6033,0.5142,0.2595,0.2392,0.2946,0.6033,0.3511,0.2184
3255,2000,0.3053,0.3625,0.7361,0.5424,0.1973,0.2725,0.3353,0.6534,0.4595,0.2846
3255,2001,0.3263,0.333,0.7051,0.9303,0.2771,0.3054,0.429,0.7372,0.4995,0.2902
3255,2002,0.3398,0.3979,0.7495,0.7226,0.2947,0.3219,0.417,0.79,0.4303,0.2541
3255,2003,0.3452,0.4928,0.7899,0.6668,0.262,0.3171,0.4542,0.7355,0.4603,0.3573
3255,2004,0.309,0.3991,0.7478,0.4879,0.2639,0.2976,0.429,0.7783,0.3347,0.2347
3255,2005,0.2979,0.3793,0.7316,0.4276,0.2931,0.3119,0.444,0.7916,0.4157,0.2591
3255,2006,0.2873,0.3809,0.7321,0.5129,0.2752,0.274,0.4113,0.6659,0.3374,0.2735
3255,2007,0.331,0.3437,0.7495,0.7942,0.2503,0.306,0.4231,0.7572,0.3597,0.2663
3255,2008,0.3604,0.3344,0.7948,0.9888,0.4121,0.3507,0.4237,0.9611,0.6279,0.2908
3255,2009,0.4116,0.4334,0.8178,1.602,0.6279,0.3394,0.4016,0.8072,0.4552,0.6645
3255,2010,0.322,0.3103,0.7417,0.6634,0.4073,0.3387,0.3833,0.8651,0.3898,0.5187
3255,2011,0.534,0.3827,0.9244,1.364,0.3925,0.3183,0.3498,0.7643,0.4395,0.521
3255,2012,0.3492,0.3381,0.8147,0.7707,0.433,0.2949,0.3408,0.7392,0.4778,0.3079
3255,2013,0.38,0.4429,0.855,0.9427,0.2318,0.2979,0.3786,0.7236,0.3652,0.3112
3255,2014,0.3652,0.4451,0.8596,0.3743,0.541,0.3335,0.4202,0.8209,0.4152,0.3579
3255,2015,0.3084,0.3611,0.8182,0.3139,0.4111,0.3009,0.4428,0.7406,0.3752,0.4019
3255,2016,0.31,0.3623,0.7414,0.6298,0.359,0.3162,0.3924,0.7481,0.4454,0.3751
3255,2017,0.3254,0.3674,0.7734,0.5351,0.3396,0.2848,0.361,0.6996,0.4308,0.4321
3255,2018,0.4338,0.4627,1.119,0.3748,0.6114,0.3377,0.4157,0.7744,0.4858,0.4193
3255,2019,0.3872,0.3501,0.9828,0.6548,0.4762,0.3436,0.4489,0.8138,0.4683,0.6157
3255,2020,0.4193,0.4969,1.032,0.8769,0.457,0.3352,0.3972,0.7559,0.4896,0.7415
3256,1987,0.4266,0.6544,1.114,0.4272,0.2442,0.4828,0.738,1.267,0.5126,0.2717
3256,1988,0.4457,0.6928,1.183,0.4664,0.4156,0.4706,0.7256,1.169,0.4578,0.223
3256,1989,0.4654,0.744,1.161,0.7253,0.1785,0.4761,0.7278,1.155,0.5311,0.2969
3256,1990,0.46,0.6755,1.159,0.5421,0.2503,0.4618,0.6617,1.202,0.4556,0.2934
3256,1991,0.4374,0.6053,1.106,0.5175,0.3227,0.4571,0.6287,1.148,0.5132,0.2962
3256,1992,0.4184,0.5379,1.005,0.5747,0.5152,0.4771,0.5979,1.217,0.3876,0.4192
3256,1993,0.445,0.5607,1.111,0.8129,0.2512,0.4847,0.6036,1.272,0.5963,0.3434
3256,1994,0.3768,0.5149,0.9404,0.5729,0.3273,0.4728,0.712,1.214,0.3294,0.3705
3256,1995,0.4013,0.5502,1.023,0.4845,0.3289,0.485,0.7912,1.22,0.3285,0.4708
3256,1996,0.3838,0.5883,0.9754,0.4834,0.2566,0.4758,0.7284,1.291,0.4607,0.2633
3256,1997,0.4009,0.4545,0.98,0.6235,0.5617,0.4902,0.7888,1.311,0.4074,0.2725
3256,1998,0.3789,0.4536,1.014,0.5135,0.2468,0.4942,0.7924,1.287,0.183,0.2948
3256,1999,0.4057,0.3863,0.9326,0.8828,0.3569,0.4656,0.7393,1.151,0.6011,0.3609
3256,2000,0.3551,0.4293,0.8956,0.6242,0.335,0.4581,0.7313,1.159,0.4117,0.3242
3256,2001,0.4836,0.6499,1.186,0.4881,0.3757,0.4941,0.6692,1.241,0.5265,0.5016
3256,2002,0.4695,0.6054,1.19,0.7091,0.2325,0.589,0.9736,1.456,0.5339,0.2067
3256,2003,0.4665,0.6728,1.266,0.5122,0.3924,0.6228,0.9949,1.646,0.5938,0.2456
3256,2004,0.5942,0.7616,1.637,0.6426,0.2712,0.6238,0.9581,1.607,0.5891,0.2364
3256,2005,0.7101,1.182,1.861,0.2261,0.3407,0.5957,1.002,1.555,0.5042,0.2624
3256,2006,0.6379,0.8614,1.503,1.432,0.3372,0.5973,1.011,1.548,0.5763,0.1652
3256,2007,0.8184,1.014,2.073,1.327,0.3152,0.6336,1.067,1.605,0.7579,0.1673
3256,2008,0.7374,0.7871,2.01,1.04,0.2576,0.6287,1.074,1.597,0.704,0.145
3256,2009,0.5538,0.6648,1.3,1.15,0.2874,0.6256,1.032,1.712,0.2398,0.09465
3256,2010,0.5954,0.7885,1.385,1.032,0.3591,0.6048,0.9504,1.659,0.3695,0.05323
3256,2011,0.575,0.6871,1.287,1.47,0.3739,0.5883,0.8904,1.399,0.8961,0.2499
3256,2012,0.632,0.6827,1.678,0.8243,0.3769,0.5348,0.7218,1.367,0.5777,0.4953
3256,2013,0.5781,0.6716,1.245,1.998,0.2092,0.5241,0.6969,1.413,0.7218,0.1498
3256,2014,0.5734,0.7436,1.331,1.044,0.4536,0.6046,0.8966,1.445,0.743,0.5932
3256,2015,0.6949,0.63,1.393,2.076,0.1955,0.6065,1.073,1.423,0.8196,0.2214
3256,2016,0.6638,0.5864,1.184,2.438,0.4339,0.5637,1.027,1.294,0.5129,0.337
3256,2017,0.7007,0.6475,1.414,2.234,0.5974,0.5314,0.95,1.199,0.7041,0.3426
3256,2018,0.8654,0.8064,1.956,1.657,0.3535,0.5904,0.9326,1.375,0.7728,0.543
3256,2019,0.7352,0.6479,2.02,1.283,0.2804,0.5338,0.7713,1.228,0.8321,0.3735
3256,2020,0.6708,0.5792,1.42,1.679,0.4515,0.5254,0.6788,1.299,0.8779,0.3546
3259,1987,0.4877,0.639,1.195,0.8767,0.2154,0.4541,0.7932,1.15,0.5188,0.2172
3259,1988,0.4869,0.5931,1.183,0.8554,0.2221,0.4443,0.7895,1.126,0.3856,0.2063
3259,1989,0.4958,0.5523,1.139,0.8993,0.2901,0.4269,0.6,1.093,0.4719,0.2757
3259,1990,0.4863,0.6592,1.137,0.9334,0.3149,0.4408,0.7374,1.01,0.5713,0.3759
3259,1991,0.5224,0.6934,1.277,0.7983,0.2195,0.4497,0.7628,1.12,0.4392,0.1833
