naics4,year,sd,d7525,d9010,d9990,d1001,sd*,d7525*,d9010*,d9990*,d1001*
3162,1987,0.2895,0.2781,0.6276,0.4673,0.2608,0.2457,0.3253,0.5576,0.3078,0.3156
3162,1988,0.2358,0.34,0.5878,0.2035,0.2587,0.2373,0.3523,0.574,0.245,0.2111
3162,1989,0.2353,0.2758,0.5775,0.2719,0.2783,0.2594,0.3707,0.6397,0.265,0.2231
3162,1990,0.2693,0.4029,0.6305,0.2333,0.4297,0.2674,0.3669,0.6915,0.2343,0.3042
3162,1991,0.304,0.3424,0.704,0.3895,0.4741,0.2502,0.3517,0.6201,0.2735,0.3944
3162,1992,0.3049,0.5489,0.6913,0.3452,0.3217,0.2961,0.4513,0.7875,0.2678,0.2083
3162,1993,0.3249,0.3981,0.9415,0.2523,S,0.3178,0.4135,0.9218,0.5396,0.01723
3162,1994,0.284,0.2089,0.6031,0.5892,0.3256,0.2965,0.3711,0.7008,0.5164,0.2279
3162,1995,0.4974,0.4718,1.288,0.8993,0.2296,0.3215,0.3283,0.638,0.9544,0.3153
3162,1996,0.5732,0.6357,1.16,1.708,0.5294,0.473,0.5204,0.8374,1.285,0.3183
3162,1997,0.2731,0.4285,0.5963,0.5201,0.3201,0.297,0.4101,0.7059,0.4104,0.2435
3162,1998,0.394,0.3421,0.8991,0.821,0.1945,0.3863,0.4176,0.8108,1.207,0.2828
3162,1999,0.3519,0.4138,0.8621,0.4654,0.4216,0.3553,0.4693,0.863,0.5471,0.2421
3162,2000,0.4757,0.5052,1.435,S,0.1622,0.3905,0.536,0.9898,0.7337,0.2011
3162,2001,0.366,0.6248,0.8337,0.3636,0.2874,0.3356,0.4099,0.7628,0.7945,0.1037
3162,2002,0.3197,0.5095,0.8618,0.1091,0.4498,0.3234,0.4634,0.8641,0.2439,0.2554
3162,2003,0.3189,0.4497,0.9139,0.1746,0.2493,0.3484,0.5182,0.8465,0.4038,0.2466
3162,2004,0.4765,0.6028,1.014,0.4004,0.6383,0.3145,0.4971,0.7408,0.2236,0.212
3162,2005,0.3364,0.5994,0.9237,0.2592,0.177,0.2938,0.4477,0.6954,0.4746,0.2165
3162,2006,0.3904,0.5315,1.05,0.2817,0.1719,0.3553,0.579,0.9248,0.3909,0.1303
3162,2007,0.3421,0.4893,0.7908,0.4534,0.2625,0.3,0.377,0.6175,0.7599,0.1292
3162,2008,0.2497,0.2145,0.5088,0.5633,0.331,0.2798,0.4913,0.7196,0.4969,0.0951
3162,2009,0.4111,0.5824,1.015,0.389,0.3629,0.3573,0.5191,0.7731,0.7768,0.2172
3162,2010,0.3662,0.2565,0.8706,0.7209,0.3572,0.3254,0.4817,0.8217,0.5223,0.2891
3162,2011,0.2018,0.2614,0.4465,0.358,0.2384,0.2634,0.4065,0.6878,0.2651,0.08989
3162,2012,0.2518,0.2308,0.8424,0.1686,S,0.2084,0.2734,0.4773,0.1805,0.2816
3162,2013,0.2621,0.2439,0.8093,0.2761,0.0356,0.279,0.347,0.7974,0.02922,0.2946
3162,2014,0.2217,0.1812,0.4245,0.4045,0.5118,0.2481,0.2707,0.549,0.1147,0.4304
3162,2015,0.2357,0.3929,0.6894,0.1684,0.1611,0.2211,0.3187,0.5941,0.1684,0.2564
3162,2016,0.2202,0.3833,0.5703,0.1442,0.05351,0.228,0.3671,0.6482,0.1198,0.08071
3162,2017,0.2481,0.5085,0.5978,0.1006,0.186,0.2318,0.2617,0.6919,0.1047,0.08327
3162,2018,0.2343,0.3128,0.5346,0.1696,0.3635,0.2646,0.2804,0.7931,0.1696,0.1051
3162,2019,0.2998,0.4547,0.6277,0.6569,0.3681,0.3315,0.4263,0.9263,0.7054,0.02098
3162,2020,0.46,0.6188,1.184,S,0.48,0.3486,0.2817,0.9667,0.3317,0.0158
3169,1987,0.2895,0.3649,0.7686,0.1735,0.3179,0.3002,0.4242,0.8015,0.1335,0.2547
3169,1988,0.3221,0.4696,0.8384,0.2545,0.05366,0.3198,0.4923,0.8823,0.1111,0.2171
3169,1989,0.3535,0.2883,0.7497,0.9867,0.3713,0.317,0.4274,0.7638,0.2532,0.3753
3169,1990,0.3333,0.2777,0.8246,0.7168,0.04445,0.2902,0.3742,0.6659,0.2534,0.334
3169,1991,0.3298,0.3211,0.8046,0.2547,0.4895,0.313,0.3716,0.7514,0.4526,0.4476
3169,1992,0.3903,0.277,0.7421,0.7088,0.8278,0.3198,0.4041,0.6587,0.5623,0.6558
3169,1993,0.3437,0.3579,0.6825,0.413,0.6787,0.307,0.3947,0.727,0.2089,0.4778
3169,1994,0.2565,0.3721,0.6204,0.5512,0.07332,0.3128,0.4209,0.8387,0.3817,0.124
3169,1995,0.262,0.4312,0.6313,0.4193,0.05768,0.2772,0.4475,0.7896,0.3366,0.1583
3169,1996,0.3235,0.4047,0.8075,0.7728,0.3235,0.3997,0.4468,0.7977,0.6271,0.1388
3169,1997,0.2648,0.2376,0.568,0.6753,0.1827,0.3887,0.4663,1.21,S,0.2726
3169,1998,0.364,0.3512,1.178,0.1184,0.217,0.3778,0.4568,1.152,0.1611,0.1776
3169,1999,0.285,0.3579,0.704,0.3884,0.3643,0.3384,0.3271,0.7637,0.558,0.6997
3169,2000,0.3423,0.2572,0.6777,0.2911,1.073,0.434,0.4195,1.098,0.2487,1.102
3169,2001,0.3551,0.404,0.8353,0.7884,0.2536,0.4029,0.4467,0.9443,0.6794,0.257
3169,2002,0.2918,0.4304,0.6373,0.3451,0.2028,0.3616,0.4047,0.9255,0.618,0.3133
3169,2003,0.4089,0.3716,1.373,0.151,0.02927,0.3955,0.4649,1.114,0.2194,0.219
3169,2004,0.2948,0.3833,0.671,0.5541,0.4434,0.3624,0.533,0.8895,0.4751,0.5407
3169,2005,0.3275,0.3855,0.9241,0.2085,0.185,0.3118,0.4541,0.7831,0.4569,0.1764
3169,2006,0.4441,0.5437,1.391,0.1736,0.3766,0.3519,0.4964,0.8858,0.3128,0.2991
3169,2007,0.3749,0.5095,0.8417,0.7788,0.4254,0.348,0.4104,0.9121,0.3094,0.5647
3169,2008,0.3003,0.3735,0.6506,0.3762,0.3388,0.3296,0.4746,0.7432,0.174,0.4575
3169,2009,0.4455,0.5972,0.934,1.506,0.2618,0.3269,0.4195,0.7973,0.4337,0.1777
3169,2010,0.3843,0.4098,0.7213,1.714,0.2227,0.3333,0.3967,0.7407,0.4251,0.3053
3169,2011,0.4149,0.4049,0.7261,1.492,0.1645,0.3254,0.3933,1.036,0.3308,0.1217
3169,2012,0.3924,0.3484,0.8798,1.616,S,0.2598,0.392,0.6564,0.2563,0.0789
3169,2013,0.3742,0.2629,0.749,1.092,0.1859,0.2707,0.3921,0.6574,0.3754,0.1742
3169,2014,0.2842,0.1956,0.7749,0.4825,0.2038,0.2956,0.3581,0.8041,0.3314,0.2842
3169,2015,0.3471,0.5457,1.045,0.1086,0.01158,0.3061,0.461,0.8332,0.2061,0.1256
3169,2016,0.3293,0.2968,0.9853,0.1993,0.07665,0.2812,0.2835,0.8051,0.2969,0.1241
3169,2017,0.2743,0.4884,0.6433,0.158,0.2577,0.2823,0.434,0.6984,0.3935,0.291
3169,2018,0.4312,0.6921,1.173,0.4298,0.2582,0.3935,0.6866,1.013,0.3774,0.3051
3169,2019,0.4156,0.3608,0.9818,1.401,0.3849,0.382,0.534,0.9202,0.6374,0.3646
3169,2020,0.376,0.4393,0.9055,0.7629,0.2693,0.3569,0.5877,0.9191,0.8551,0.1949
3211,1987,0.4004,0.3479,0.6849,1.289,0.2442,0.2516,0.3263,0.6144,0.3491,0.22
3211,1988,0.3857,0.4074,0.8574,0.9667,0.1361,0.2728,0.3618,0.6643,0.4319,0.1656
3211,1989,0.3374,0.3097,0.6992,0.9272,0.1908,0.2748,0.366,0.6571,0.4903,0.1541
3211,1990,0.3488,0.281,0.7154,1.235,0.2652,0.2625,0.2986,0.6412,0.4551,0.1599
3211,1991,0.5054,0.32,0.8224,1.978,0.2674,0.2844,0.2859,0.6335,0.4846,0.2115
3211,1992,0.3568,0.3125,0.7545,1.023,0.2799,0.2494,0.2775,0.6389,0.3519,0.2038
3211,1993,0.4302,0.3331,0.7865,1.389,0.2711,0.2433,0.3095,0.5811,0.381,0.1536
3211,1994,0.3005,0.3111,0.6218,0.7021,0.2289,0.2293,0.2554,0.5902,0.3606,0.1361
3211,1995,0.3356,0.3345,0.708,0.9234,0.2341,0.2432,0.2605,0.6109,0.3616,0.1095
3211,1996,0.4915,0.3579,0.9999,1.32,0.2649,0.2807,0.2748,0.6805,0.5423,0.1664
3211,1997,0.3055,0.2848,0.6827,0.6656,0.2943,0.2684,0.2815,0.7071,0.422,0.1211
3211,1998,0.3055,0.3109,0.7917,0.3568,0.3452,0.2875,0.279,0.7845,0.3376,0.1142
3211,1999,0.3299,0.2545,0.8573,0.665,0.1806,0.3437,0.6164,0.834,0.3629,0.08812
3211,2000,0.3784,0.3076,0.9818,0.8004,0.2104,0.3442,0.5932,0.8352,0.3723,0.1047
3211,2001,0.3997,0.3438,0.8982,1.046,0.2457,0.3507,0.5928,0.8276,0.4982,0.1739
3211,2002,0.4084,0.356,0.9554,0.6238,0.4376,0.3278,0.5106,0.7192,0.5261,0.4542
3211,2003,0.3497,0.3132,0.7717,1.217,0.1133,0.2779,0.4267,0.6446,0.4492,0.1213
3211,2004,0.4163,0.335,0.7319,1.456,0.1393,0.2818,0.368,0.6061,0.606,0.1809
3211,2005,0.5362,0.3552,0.9174,1.822,0.1601,0.2869,0.3838,0.6061,0.666,0.1299
3211,2006,0.5532,0.3335,0.9359,1.997,0.1309,0.2935,0.3669,0.6174,0.6187,0.0753
3211,2007,0.6123,0.3985,1.094,1.576,0.2252,0.319,0.3633,0.6856,0.7425,0.1768
3211,2008,0.5271,0.3684,1.062,1.551,0.2649,0.3319,0.4193,0.7194,0.6021,0.2065
3211,2009,0.7053,0.4297,1.715,1.35,0.2184,0.389,0.5258,0.8334,0.8631,0.1605
3211,2010,0.6587,0.2801,1.398,1.542,0.3003,0.3383,0.4672,0.7761,0.6328,0.2204
3211,2011,0.7114,0.3867,1.437,2.222,0.2335,0.3308,0.3796,0.7023,1.033,0.2046
3211,2012,0.5131,0.2705,1.116,1.48,0.4642,0.3447,0.5513,0.8218,0.4573,0.225
3211,2013,0.5592,0.3574,1.271,1.342,0.4032,0.3953,0.6124,0.9724,0.4066,0.1253
3211,2014,0.5295,0.3662,1.015,1.602,0.1344,0.3919,0.5467,0.9093,0.8782,0.1113
3211,2015,0.6913,0.3494,1.215,2.149,0.1704,0.444,0.7565,0.9998,1.062,0.08685
3211,2016,0.618,0.4936,1.342,1.755,0.1676,0.4856,0.8714,1.082,0.895,0.1351
3211,2017,0.5429,0.37,1.275,1.205,0.2587,0.469,0.8592,1.103,0.6594,0.2013
3211,2018,0.5767,0.4936,1.312,1.364,0.279,0.4805,0.8418,1.114,0.9653,0.1592
3211,2019,0.6253,0.4378,1.707,0.9727,0.2468,0.4755,0.7687,1.053,1.143,0.1675
3211,2020,0.7174,0.6096,2.063,0.8419,0.3183,0.5878,1.048,1.307,1.051,0.21
3212,1987,0.2227,0.3081,0.5294,0.2907,0.144,0.1981,0.2664,0.4832,0.3078,0.1542
3212,1988,0.2449,0.3184,0.6292,0.3095,0.1789,0.2131,0.2759,0.518,0.3726,0.2633
3212,1989,0.1913,0.2376,0.4391,0.276,0.2401,0.1973,0.2677,0.5225,0.2474,0.1572
3212,1990,0.3058,0.2855,0.5939,0.8056,0.3009,0.198,0.2256,0.4801,0.3665,0.1546
3212,1991,0.2879,0.2277,0.7368,0.4417,0.2054,0.1841,0.1945,0.4414,0.3253,0.1561
3212,1992,0.2275,0.2333,0.4674,0.6097,0.2014,0.1922,0.229,0.4608,0.3314,0.1775
3212,1993,0.1923,0.2077,0.5305,0.2284,0.1278,0.1876,0.2213,0.4657,0.3697,0.1462
3212,1994,0.1867,0.1745,0.4395,0.3702,0.1495,0.2082,0.2419,0.5246,0.313,0.117
3212,1995,0.2128,0.2297,0.5195,0.3747,0.198,0.2059,0.2762,0.5035,0.2808,0.1399
3212,1996,0.2206,0.2706,0.5504,0.3129,0.2031,0.2066,0.3056,0.5171,0.3288,0.1396
3212,1997,0.2244,0.2654,0.5891,0.255,0.2726,0.2483,0.3069,0.5911,0.3648,0.2498
3212,1998,0.2346,0.2461,0.5718,0.456,0.1671,0.2424,0.3812,0.5789,0.3366,0.1241
3212,1999,0.244,0.2654,0.5135,0.5999,0.4128,0.2929,0.3981,0.7265,0.3755,0.2926
3212,2000,0.2443,0.2971,0.6527,0.2419,0.1952,0.2696,0.4228,0.6594,0.2931,0.2459
3212,2001,0.28,0.3645,0.7101,0.3357,0.2493,0.282,0.4277,0.7185,0.3235,0.2138
3212,2002,0.3254,0.53,0.7734,0.2463,0.2753,0.3017,0.3994,0.8291,0.3118,0.1964
3212,2003,0.3318,0.5241,0.8392,0.3472,0.2585,0.2958,0.4238,0.7881,0.3159,0.1978
3212,2004,0.2813,0.3443,0.7256,0.2864,0.259,0.2992,0.4169,0.8107,0.3064,0.1658
3212,2005,0.319,0.4304,0.8102,0.6347,0.219,0.2917,0.4448,0.7755,0.323,0.1009
3212,2006,0.3062,0.3336,0.7069,0.5742,0.2767,0.2621,0.3373,0.6699,0.3676,0.1696
3212,2007,0.3577,0.5225,0.8258,0.7178,0.3166,0.2963,0.3313,0.7079,0.4435,0.335
3212,2008,0.3162,0.387,0.7021,0.538,0.4255,0.3061,0.3196,0.7447,0.4883,0.3885
3212,2009,0.4044,0.4762,0.9228,0.4501,0.4961,0.3174,0.3212,0.7365,0.4948,0.5888
3212,2010,0.4141,0.3759,0.7021,0.7154,1.53,0.2539,0.2515,0.6013,0.3559,0.3317
3212,2011,0.3558,0.3637,0.7468,0.5935,0.5836,0.2474,0.3197,0.5806,0.3775,0.1799
3212,2012,0.2387,0.3158,0.6038,0.2789,0.2919,0.2226,0.2984,0.5678,0.3076,0.1266
3212,2013,0.2231,0.2516,0.5777,0.3401,0.2097,0.205,0.2662,0.4643,0.35,0.2811
3212,2014,0.2235,0.2719,0.5886,0.2231,0.2779,0.2048,0.2395,0.5371,0.2471,0.1871
3212,2015,0.2697,0.3262,0.7415,0.436,0.1768,0.2215,0.3188,0.5322,0.3749,0.2039
3212,2016,0.2937,0.312,0.7811,0.558,0.2181,0.2454,0.3268,0.599,0.2714,0.2185
3212,2017,0.2938,0.2905,0.687,0.5562,0.19,0.2419,0.285,0.5873,0.3767,0.2368
3212,2018,0.3666,0.3964,0.8378,0.8172,0.3326,0.2825,0.3346,0.7022,0.3283,0.3635
3212,2019,0.3374,0.3223,0.7071,0.7848,0.3695,0.3056,0.258,0.6179,0.9569,0.3542
3212,2020,0.4349,0.5666,1.064,0.6523,0.3706,0.3112,0.3691,0.739,0.4322,0.3289
3219,1987,0.3257,0.3981,0.7977,0.5204,0.1882,0.2302,0.257,0.5504,0.406,0.2921
3219,1988,0.3099,0.412,0.7548,0.4933,0.3063,0.2294,0.2753,0.5329,0.3795,0.3162
3219,1989,0.2475,0.2716,0.6006,0.4413,0.2518,0.215,0.2367,0.5355,0.4011,0.2349
3219,1990,0.2407,0.2931,0.5415,0.4012,0.249,0.2181,0.2374,0.5307,0.3551,0.2464
3219,1991,0.3167,0.3612,0.6919,0.8464,0.2621,0.2448,0.2379,0.5488,0.4826,0.2368
3219,1992,0.3284,0.3688,0.8133,0.5809,0.2525,0.2443,0.2561,0.5783,0.4105,0.2344
3219,1993,0.3005,0.3628,0.7491,0.4896,0.251,0.2378,0.2543,0.5963,0.4261,0.1857
3219,1994,0.2403,0.3081,0.5926,0.4081,0.1905,0.2267,0.2609,0.588,0.3618,0.1461
3219,1995,0.2704,0.3256,0.6513,0.4782,0.251,0.2409,0.3003,0.5772,0.4655,0.1901
3219,1996,0.2881,0.3399,0.7287,0.4581,0.235,0.2361,0.2948,0.5814,0.4063,0.16
3219,1997,0.2741,0.3249,0.665,0.5747,0.2088,0.2216,0.2594,0.5489,0.3601,0.1525
3219,1998,0.2603,0.3189,0.6966,0.3359,0.2205,0.2116,0.2614,0.5151,0.3344,0.1548
3219,1999,0.2922,0.3273,0.7188,0.5676,0.1601,0.2207,0.2603,0.5236,0.439,0.1855
3219,2000,0.339,0.4041,0.7913,0.7149,0.2449,0.2557,0.275,0.6045,0.3979,0.1926
3219,2001,0.3911,0.4017,0.9455,0.864,0.3158,0.2797,0.2951,0.6324,0.4959,0.4561
3219,2002,0.4432,0.4383,0.981,1.1,0.289,0.2772,0.308,0.5986,0.7035,0.2419
3219,2003,0.4821,0.4074,1.02,1.188,0.2758,0.2866,0.2904,0.6317,0.6876,0.2249
3219,2004,0.4453,0.4103,0.8683,1.44,0.2588,0.3344,0.3483,0.738,0.7916,0.2235
3219,2005,0.4533,0.4043,0.9053,1.354,0.2136,0.2834,0.3138,0.6135,0.6578,0.1738
3219,2006,0.4138,0.3943,0.8034,1.379,0.2792,0.2822,0.3416,0.6317,0.6017,0.225
3219,2007,0.44,0.393,0.8873,1.31,0.2398,0.3017,0.3575,0.7025,0.5744,0.2082
3219,2008,0.519,0.3569,0.9555,1.668,0.361,0.2974,0.3097,0.678,0.6169,0.2906
3219,2009,0.5764,0.4422,0.967,1.877,0.4703,0.3154,0.3299,0.7314,0.5503,0.3829
3219,2010,0.5751,0.4358,1.162,1.435,0.252,0.2971,0.3046,0.6461,0.875,0.2482
3219,2011,0.5683,0.4266,1.186,1.543,0.3495,0.3012,0.2917,0.6387,0.8701,0.2788
3219,2012,0.5506,0.4533,1.311,1.136,0.226,0.3008,0.2776,0.674,0.72,0.2117
3219,2013,0.5433,0.4091,1.236,1.149,0.2772,0.315,0.3135,0.6936,0.8693,0.2609
3219,2014,0.5771,0.4429,1.29,1.292,0.2265,0.3415,0.3508,0.7066,0.9659,0.2575
3219,2015,0.5658,0.3671,1.049,1.806,0.2626,0.3048,0.3044,0.6686,0.6501,0.2011
3219,2016,0.5277,0.3263,0.8165,1.984,0.2613,0.3168,0.3349,0.6995,0.8221,0.2079
3219,2017,0.5432,0.3716,0.967,1.796,0.4925,0.3231,0.3532,0.7211,0.7438,0.2789
3219,2018,0.5089,0.3975,0.9588,1.635,0.3535,0.3337,0.3617,0.7355,0.7544,0.3678
3219,2019,0.5513,0.3537,0.9793,1.675,0.3653,0.3452,0.3167,0.7194,0.8382,0.4416
3219,2020,0.6066,0.3922,1.166,1.59,0.4332,0.3484,0.3454,0.7394,0.9886,0.3114
3221,1987,0.213,0.2624,0.5272,0.2444,0.2148,0.1894,0.2294,0.4582,0.2519,0.2823
3221,1988,0.2036,0.2556,0.5124,0.2065,0.2628,0.1836,0.2293,0.4456,0.1756,0.2699
3221,1989,0.235,0.3058,0.6107,0.2154,0.2726,0.1929,0.2187,0.5117,0.1909,0.2692
3221,1990,0.2478,0.3373,0.5851,0.431,0.2451,0.2008,0.2433,0.5002,0.1681,0.2823
3221,1991,0.2422,0.2326,0.6179,0.3648,0.2558,0.2001,0.2618,0.5037,0.2756,0.2585
3221,1992,0.2316,0.2661,0.5679,0.3011,0.2317,0.1997,0.2149,0.4771,0.3299,0.2955
3221,1993,0.2492,0.3347,0.6394,0.1712,0.3501,0.1991,0.2621,0.4695,0.3055,0.2968
3221,1994,0.2248,0.2682,0.5098,0.3108,0.2539,0.1865,0.2271,0.4498,0.2651,0.1878
3221,1995,0.2599,0.3951,0.66,0.3919,0.2344,0.2113,0.2728,0.5433,0.2298,0.2172
3221,1996,0.2446,0.3358,0.6288,0.1257,0.3245,0.2155,0.254,0.5147,0.2966,0.2382
3221,1997,0.2675,0.3345,0.6521,0.153,0.5281,0.2337,0.2831,0.5712,0.2411,0.3643
3221,1998,0.2636,0.3035,0.6915,0.1955,0.2959,0.2472,0.2628,0.5764,0.4705,0.2588
3221,1999,0.2609,0.364,0.6653,0.3392,0.1972,0.2256,0.2365,0.5147,0.4998,0.2717
3221,2000,0.2974,0.3625,0.7948,0.2624,0.09985,0.21,0.2991,0.4973,0.2515,0.2309
3221,2001,0.302,0.3414,0.8355,0.2209,0.1654,0.2246,0.2664,0.5382,0.2765,0.2706
3221,2002,0.2661,0.3283,0.6198,0.4059,0.4449,0.2789,0.2754,0.6563,0.3913,0.304
3221,2003,0.2763,0.3717,0.6496,0.3066,0.5106,0.2639,0.2851,0.703,0.2822,0.1809
3221,2004,0.2556,0.2998,0.6427,0.3044,0.1868,0.2494,0.2854,0.679,0.255,0.1568
3221,2005,0.2586,0.2999,0.6241,0.5513,0.2022,0.26,0.2854,0.6917,0.2627,0.1561
3221,2006,0.2594,0.3453,0.6435,0.4237,0.2575,0.2822,0.3157,0.8043,0.1613,0.2699
3221,2007,0.2601,0.3072,0.6404,0.3683,0.1897,0.2564,0.3141,0.6205,0.3702,0.1973
3221,2008,0.2838,0.3431,0.6983,0.3555,0.26,0.2956,0.3105,0.7795,0.1913,0.3429
3221,2009,0.3178,0.4242,0.8745,0.3226,0.1418,0.3151,0.4185,0.833,0.2494,0.3359
3221,2010,0.2923,0.3636,0.7606,0.2486,0.4418,0.3129,0.3822,0.7324,0.2962,0.6858
3221,2011,0.2696,0.3791,0.6077,0.3549,0.3006,0.3214,0.3546,0.7657,0.4144,0.5558
3221,2012,0.271,0.3834,0.6774,0.3414,0.2824,0.305,0.3698,0.808,0.2108,0.4372
3221,2013,0.2575,0.3264,0.6129,0.3482,0.1823,0.2528,0.3267,0.6774,0.2436,0.2134
3221,2014,0.2552,0.2365,0.641,0.4108,0.2272,0.2604,0.3444,0.7001,0.3491,0.2557
3221,2015,0.2946,0.3603,0.7756,0.4783,0.114,0.2694,0.3658,0.7584,0.2428,0.1814
3221,2016,0.3607,0.3521,1.009,0.5259,0.1009,0.2991,0.3717,0.7203,0.322,0.35
3221,2017,0.3472,0.3619,0.859,0.4331,0.37,0.2887,0.3482,0.7347,0.3833,0.2372
3221,2018,0.3445,0.3762,0.9054,0.384,0.3749,0.3191,0.4052,0.8361,0.392,0.3431
3221,2019,0.3317,0.3362,0.7092,0.5715,0.6318,0.3242,0.401,0.8042,0.2929,0.4983
3221,2020,0.4071,0.3948,0.936,0.4789,0.896,0.3771,0.4703,0.8753,0.3282,0.532
3222,1987,0.2682,0.4107,0.6721,0.3325,0.1301,0.2646,0.4122,0.6425,0.4041,0.1215
3222,1988,0.2904,0.431,0.7282,0.4199,0.1969,0.2777,0.418,0.6888,0.3912,0.1209
3222,1989,0.3019,0.474,0.7496,0.4186,0.1396,0.2878,0.4336,0.7,0.4113,0.1309
3222,1990,0.2743,0.402,0.6751,0.3797,0.1673,0.2663,0.3841,0.6739,0.3663,0.163
3222,1991,0.2691,0.3313,0.6599,0.4326,0.2111,0.2527,0.3676,0.6157,0.4183,0.1777
3222,1992,0.261,0.332,0.6361,0.4754,0.1906,0.2382,0.3199,0.5694,0.4357,0.1628
3222,1993,0.2584,0.3485,0.6482,0.3443,0.2336,0.2351,0.3065,0.5846,0.4053,0.1458
3222,1994,0.2559,0.3683,0.6571,0.3705,0.1577,0.252,0.3607,0.6165,0.4548,0.1521
3222,1995,0.3072,0.4874,0.78,0.3659,0.1572,0.297,0.4919,0.7429,0.3532,0.1381
3222,1996,0.274,0.3731,0.7094,0.3677,0.1693,0.265,0.3912,0.6656,0.4381,0.1425
3222,1997,0.2709,0.3446,0.6486,0.5356,0.2171,0.2909,0.3529,0.7134,0.4816,0.1598
3222,1998,0.3048,0.4164,0.7363,0.5284,0.2129,0.3043,0.445,0.7318,0.4435,0.222
3222,1999,0.3157,0.4662,0.7943,0.4036,0.1363,0.3202,0.438,0.8001,0.4569,0.1358
3222,2000,0.3316,0.4828,0.8801,0.3545,0.1357,0.3181,0.4652,0.8256,0.3682,0.1137
3222,2001,0.3745,0.5109,0.9491,0.5771,0.2031,0.3628,0.5167,0.8766,0.5188,0.1636
3222,2002,0.3233,0.4681,0.7922,0.5201,0.1866,0.3115,0.4233,0.7173,0.617,0.1313
3222,2003,0.3299,0.4374,0.7802,0.5264,0.1438,0.3068,0.3982,0.7018,0.612,0.1187
3222,2004,0.3586,0.4332,0.7742,0.9989,0.1604,0.3234,0.4168,0.7444,0.6568,0.1335
3222,2005,0.3893,0.4484,0.8543,0.9415,0.2132,0.3318,0.4346,0.7494,0.7057,0.1665
3222,2006,0.3733,0.4842,0.8094,0.9809,0.2056,0.3423,0.4699,0.7646,0.7082,0.1558
3222,2007,0.3245,0.4571,0.7193,0.8394,0.2053,0.328,0.4567,0.7372,0.6747,0.1807
3222,2008,0.3482,0.4717,0.8152,0.7038,0.1793,0.3349,0.4572,0.7522,0.6847,0.1762
3222,2009,0.4915,0.4836,0.9082,1.767,0.166,0.35,0.4795,0.787,0.632,0.1251
3222,2010,0.5079,0.4938,1.003,1.733,0.1886,0.3633,0.4908,0.8436,0.651,0.1855
3222,2011,0.5788,0.4666,1.105,1.814,0.1655,0.3594,0.4583,0.7881,0.6833,0.1522
3222,2012,0.4162,0.4698,0.9178,0.9785,0.2151,0.3409,0.4648,0.7839,0.7329,0.1659
3222,2013,0.4704,0.4938,1.027,1.296,0.1797,0.3768,0.5279,0.8633,0.802,0.1518
3222,2014,0.4351,0.5886,1.037,1.024,0.1603,0.3678,0.5499,0.8585,0.5755,0.1263
3222,2015,0.4538,0.5912,0.9477,1.044,0.1369,0.3453,0.5517,0.8481,0.462,0.1056
3222,2016,0.391,0.5553,0.8972,0.9163,0.1502,0.3494,0.5351,0.8341,0.6392,0.08975
3222,2017,0.4112,0.6354,1.029,0.6201,0.1508,0.3757,0.6201,0.9209,0.5803,0.1016
3222,2018,0.426,0.6807,1.106,0.4545,0.133,0.3894,0.6762,0.9548,0.5391,0.103
3222,2019,0.531,0.7424,1.305,0.7034,0.254,0.4236,0.6643,1.015,0.6112,0.2316
3222,2020,0.5311,0.7156,1.393,0.7916,0.2187,0.4271,0.6108,1.026,0.6996,0.2063
3231,1987,0.3312,0.4107,0.8426,0.4359,0.2707,0.2961,0.3172,0.7202,0.5469,0.2495
3231,1988,0.3381,0.391,0.8668,0.4472,0.2738,0.3091,0.3411,0.7734,0.5348,0.2756
3231,1989,0.3452,0.3622,0.8802,0.4769,0.2776,0.3138,0.3145,0.7721,0.5638,0.2728
3231,1990,0.3362,0.3483,0.8445,0.5801,0.2199,0.3025,0.2998,0.7035,0.6006,0.275
3231,1991,0.3659,0.4049,0.937,0.5826,0.2047,0.3079,0.302,0.716,0.6033,0.2486
3231,1992,0.377,0.4331,0.9811,0.5085,0.2145,0.3112,0.309,0.7219,0.6033,0.2759
3231,1993,0.3582,0.3803,0.8957,0.5807,0.2367,0.3046,0.3232,0.6971,0.6088,0.2318
3231,1994,0.3075,0.3003,0.7273,0.6027,0.2205,0.2928,0.3,0.7073,0.5746,0.2159
3231,1995,0.3263,0.322,0.8076,0.6312,0.2408,0.2954,0.303,0.714,0.5832,0.2281
3231,1996,0.3551,0.3927,0.8846,0.6366,0.2554,0.3105,0.3255,0.7503,0.6233,0.2103
3231,1997,0.3942,0.4208,0.953,0.6956,0.2979,0.3243,0.3469,0.7575,0.7607,0.2402
3231,1998,0.4063,0.4873,1.014,0.6505,0.2382,0.3237,0.3456,0.7225,0.754,0.2154
3231,1999,0.4134,0.5252,1.092,0.4874,0.2511,0.3419,0.3663,0.8106,0.6503,0.2494
3231,2000,0.4145,0.5251,1.059,0.5158,0.3083,0.3358,0.3639,0.8183,0.5714,0.29
3231,2001,0.4041,0.5252,1.035,0.5602,0.3057,0.3251,0.3401,0.7684,0.6196,0.2614
3231,2002,0.4402,0.5538,1.13,0.729,0.324,0.3469,0.3576,0.8592,0.5925,0.2543
3231,2003,0.4008,0.521,0.9868,0.6376,0.2669,0.3394,0.3355,0.7893,0.7356,0.2332
